2025-11-27_11:33:23,37.69
2025-11-27_11:33:25,37.78
2025-11-27_11:33:27,38.74
2025-11-27_11:33:29,38.97
2025-11-27_11:33:31,38.87
2025-11-27_11:33:34,38.84
2025-11-27_11:33:36,38.79
2025-11-27_11:33:38,38.76
2025-11-27_11:33:40,38.72
2025-11-27_11:33:42,38.69
2025-11-27_11:33:44,38.68
2025-11-27_11:33:46,38.64
2025-11-27_11:33:48,38.62
2025-11-27_11:33:50,38.61
2025-11-27_11:33:52,38.60
2025-11-27_11:33:54,38.63
2025-11-27_11:33:56,38.60
2025-11-27_11:33:58,38.59
2025-11-27_11:34:00,38.59
2025-11-27_11:34:02,38.58
2025-11-27_11:34:04,38.55
2025-11-27_11:34:06,39.03
2025-11-27_11:34:08,39.35
2025-11-27_11:34:10,39.35
2025-11-27_11:34:12,39.34
2025-11-27_11:34:14,39.35
2025-11-27_11:34:16,39.34
2025-11-27_11:34:18,39.34
2025-11-27_11:34:20,39.33
2025-11-27_11:34:22,39.33
2025-11-27_11:34:24,39.34
2025-11-27_11:34:26,39.34
2025-11-27_11:34:28,38.70
2025-11-27_11:34:30,39.13
2025-11-27_11:34:32,39.59
2025-11-27_11:34:34,40.08
2025-11-27_11:34:36,40.50
2025-11-27_11:34:38,40.94
2025-11-27_11:34:40,41.41
2025-11-27_11:34:42,41.88
2025-11-27_11:34:44,42.35
2025-11-27_11:34:46,42.78
2025-11-27_11:34:48,43.22
2025-11-27_11:34:50,43.70
2025-11-27_11:34:52,44.12
2025-11-27_11:34:54,44.61
2025-11-27_11:34:56,45.07
2025-11-27_11:34:58,45.51
2025-11-27_11:35:00,45.84
2025-11-27_11:35:02,45.83
2025-11-27_11:35:04,45.83
2025-11-27_11:35:06,45.83
2025-11-27_11:35:08,45.84
2025-11-27_11:35:10,45.83
2025-11-27_11:35:12,45.81
2025-11-27_11:35:14,45.82
2025-11-27_11:35:16,45.84
2025-11-27_11:35:18,45.85
2025-11-27_11:35:21,45.85
2025-11-27_11:35:23,45.85
2025-11-27_11:35:25,45.84
2025-11-27_11:35:27,45.84
2025-11-27_11:35:29,45.84
2025-11-27_11:35:31,45.84
2025-11-27_11:35:33,45.83
2025-11-27_11:35:35,45.83
2025-11-27_11:35:37,45.84
2025-11-27_11:35:39,45.84
2025-11-27_11:35:41,45.84
2025-11-27_11:35:43,45.84
2025-11-27_11:35:45,45.85
2025-11-27_11:35:47,45.84
2025-11-27_11:35:49,45.84
2025-11-27_11:35:51,45.84
2025-11-27_11:35:53,45.84
2025-11-27_11:35:55,45.84
2025-11-27_11:35:57,45.82
2025-11-27_11:35:59,45.84
2025-11-27_11:36:01,45.84
2025-11-27_11:36:03,45.82
2025-11-27_11:36:05,45.83
2025-11-27_11:36:07,45.83
2025-11-27_11:36:09,45.82
2025-11-27_11:36:11,45.84
2025-11-27_11:36:13,45.83
2025-11-27_11:36:15,45.82
2025-11-27_11:36:17,45.82
2025-11-27_11:36:19,45.83
2025-11-27_11:36:21,45.82
2025-11-27_11:36:23,45.82
2025-11-27_11:36:25,45.83
2025-11-27_11:36:27,45.84
2025-11-27_11:36:29,45.87
2025-11-27_11:36:31,45.83
2025-11-27_11:36:33,45.83
2025-11-27_11:36:35,45.83
2025-11-27_11:36:37,45.82
2025-11-27_11:36:39,45.82
2025-11-27_11:36:41,45.82
2025-11-27_11:36:43,45.81
2025-11-27_11:36:45,45.83
2025-11-27_11:36:47,45.83
2025-11-27_11:36:49,45.83
2025-11-27_11:36:51,45.82
2025-11-27_11:36:53,45.81
2025-11-27_11:36:55,45.80
2025-11-27_11:36:57,45.81
2025-11-27_11:36:59,45.81
2025-11-27_11:37:01,45.82
2025-11-27_11:37:03,45.82
2025-11-27_11:37:05,45.83
2025-11-27_11:37:08,45.83
2025-11-27_11:37:10,45.84
2025-11-27_11:37:12,45.81
2025-11-27_11:37:14,45.82
2025-11-27_11:37:16,45.82
2025-11-27_11:37:18,45.82
2025-11-27_11:37:20,45.81
2025-11-27_11:37:22,45.81
2025-11-27_11:37:24,45.82
2025-11-27_11:37:26,45.81
2025-11-27_11:37:28,45.81
2025-11-27_11:37:30,45.82
2025-11-27_11:37:32,45.83
2025-11-27_11:37:34,38.03
2025-11-27_11:37:36,38.13
2025-11-27_11:37:38,38.20
2025-11-27_11:37:40,38.26
2025-11-27_11:37:42,38.35
2025-11-27_11:37:44,38.41
2025-11-27_11:37:46,38.46
2025-11-27_11:37:48,38.53
2025-11-27_11:37:50,38.61
2025-11-27_11:37:52,38.68
2025-11-27_11:37:54,38.75
2025-11-27_11:37:56,38.82
2025-11-27_11:37:58,38.88
2025-11-27_11:38:00,38.97
2025-11-27_11:38:02,39.04
2025-11-27_11:38:04,39.09
2025-11-27_11:38:06,39.15
2025-11-27_11:38:08,39.23
2025-11-27_11:38:10,39.29
2025-11-27_11:38:12,39.35
2025-11-27_11:38:14,39.42
2025-11-27_11:38:16,39.48
2025-11-27_11:38:18,39.55
2025-11-27_11:38:20,39.63
2025-11-27_11:38:22,39.70
2025-11-27_11:38:24,39.76
2025-11-27_11:38:26,39.85
2025-11-27_11:38:28,39.94
2025-11-27_11:38:30,40.01
2025-11-27_11:38:32,40.05
2025-11-27_11:38:34,40.11
2025-11-27_11:38:36,40.20
2025-11-27_11:38:38,40.28
2025-11-27_11:38:40,40.35
2025-11-27_11:38:42,40.41
2025-11-27_11:38:44,40.50
2025-11-27_11:38:46,40.58
2025-11-27_11:38:48,40.65
2025-11-27_11:38:50,40.72
2025-11-27_11:38:52,40.80
2025-11-27_11:38:55,40.88
2025-11-27_11:38:57,40.95
2025-11-27_11:38:59,41.02
2025-11-27_11:39:01,41.08
2025-11-27_11:39:03,41.15
2025-11-27_11:39:05,41.21
2025-11-27_11:39:07,41.28
2025-11-27_11:39:09,41.38
2025-11-27_11:39:11,41.45
