2025-11-26_04:58:08,38.02
2025-11-26_04:58:10,38.17
2025-11-26_04:58:12,39.00
2025-11-26_04:58:14,38.82
2025-11-26_04:58:16,39.03
2025-11-26_04:58:18,38.99
2025-11-26_04:58:20,38.95
2025-11-26_04:58:22,38.93
2025-11-26_04:58:24,38.92
2025-11-26_04:58:26,38.90
2025-11-26_04:58:28,38.88
2025-11-26_04:58:30,38.90
2025-11-26_04:58:32,38.87
2025-11-26_04:58:34,38.87
2025-11-26_04:58:36,38.87
2025-11-26_04:58:38,38.87
2025-11-26_04:58:40,38.86
2025-11-26_04:58:42,38.85
2025-11-26_04:58:44,38.84
2025-11-26_04:58:46,38.87
2025-11-26_04:58:48,39.36
2025-11-26_04:58:50,39.59
2025-11-26_04:58:52,39.58
2025-11-26_04:58:54,39.60
2025-11-26_04:58:56,39.60
2025-11-26_04:58:58,39.60
2025-11-26_04:59:00,39.60
2025-11-26_04:59:03,39.58
2025-11-26_04:59:05,39.58
2025-11-26_04:59:07,39.59
2025-11-26_04:59:09,39.06
2025-11-26_04:59:11,39.57
2025-11-26_04:59:13,40.04
2025-11-26_04:59:15,40.57
2025-11-26_04:59:17,41.07
2025-11-26_04:59:19,41.58
2025-11-26_04:59:21,42.08
2025-11-26_04:59:23,42.57
2025-11-26_04:59:25,43.04
2025-11-26_04:59:27,43.55
2025-11-26_04:59:29,44.05
2025-11-26_04:59:31,44.53
2025-11-26_04:59:33,45.01
2025-11-26_04:59:35,45.51
2025-11-26_04:59:37,46.03
2025-11-26_04:59:39,46.07
2025-11-26_04:59:41,46.07
2025-11-26_04:59:43,46.10
2025-11-26_04:59:45,46.06
2025-11-26_04:59:47,46.06
2025-11-26_04:59:49,46.07
2025-11-26_04:59:51,46.08
2025-11-26_04:59:53,46.09
2025-11-26_04:59:55,46.11
2025-11-26_04:59:57,46.10
2025-11-26_04:59:59,46.09
2025-11-26_05:00:01,46.08
2025-11-26_05:00:03,46.09
2025-11-26_05:00:05,46.08
2025-11-26_05:00:07,46.07
2025-11-26_05:00:09,46.05
2025-11-26_05:00:11,46.06
2025-11-26_05:00:13,46.06
2025-11-26_05:00:15,46.05
2025-11-26_05:00:17,46.05
2025-11-26_05:00:19,46.05
2025-11-26_05:00:21,46.06
2025-11-26_05:00:23,46.07
2025-11-26_05:00:25,46.05
2025-11-26_05:00:27,46.04
2025-11-26_05:00:29,46.04
2025-11-26_05:00:31,46.04
2025-11-26_05:00:33,46.06
2025-11-26_05:00:35,46.07
2025-11-26_05:00:37,46.08
2025-11-26_05:00:39,46.09
2025-11-26_05:00:41,46.09
2025-11-26_05:00:43,46.10
2025-11-26_05:00:45,46.09
2025-11-26_05:00:48,46.09
2025-11-26_05:00:50,46.09
2025-11-26_05:00:52,46.09
2025-11-26_05:00:54,46.08
