2025-11-27_15:07:02,37.83
2025-11-27_15:07:04,38.76
2025-11-27_15:07:06,38.85
2025-11-27_15:07:08,38.80
2025-11-27_15:07:10,38.75
2025-11-27_15:07:12,38.73
2025-11-27_15:07:14,38.68
2025-11-27_15:07:16,38.68
2025-11-27_15:07:18,38.66
2025-11-27_15:07:20,38.64
2025-11-27_15:07:22,38.63
2025-11-27_15:07:24,38.62
2025-11-27_15:07:26,38.60
2025-11-27_15:07:28,38.59
2025-11-27_15:07:31,38.58
2025-11-27_15:07:33,38.59
2025-11-27_15:07:35,38.60
2025-11-27_15:07:37,38.60
2025-11-27_15:07:39,38.60
2025-11-27_15:07:41,38.60
2025-11-27_15:07:43,39.05
2025-11-27_15:07:45,39.34
2025-11-27_15:07:47,39.32
2025-11-27_15:07:49,39.31
2025-11-27_15:07:51,39.32
2025-11-27_15:07:53,39.32
2025-11-27_15:07:55,39.32
2025-11-27_15:07:57,39.32
2025-11-27_15:07:59,39.31
2025-11-27_15:08:01,39.32
2025-11-27_15:08:03,38.47
2025-11-27_15:08:05,38.94
2025-11-27_15:08:07,39.44
2025-11-27_15:08:09,39.89
2025-11-27_15:08:11,40.33
2025-11-27_15:08:13,40.79
2025-11-27_15:08:15,41.20
2025-11-27_15:08:17,41.64
2025-11-27_15:08:19,42.11
2025-11-27_15:08:21,42.55
2025-11-27_15:08:23,42.96
2025-11-27_15:08:25,43.40
2025-11-27_15:08:27,43.85
2025-11-27_15:08:29,44.29
2025-11-27_15:08:31,44.75
2025-11-27_15:08:33,45.17
2025-11-27_15:08:35,45.60
2025-11-27_15:08:37,45.92
2025-11-27_15:08:39,45.91
2025-11-27_15:08:41,45.90
2025-11-27_15:08:43,45.90
2025-11-27_15:08:45,45.90
2025-11-27_15:08:47,45.92
2025-11-27_15:08:49,45.90
2025-11-27_15:08:51,45.90
2025-11-27_15:08:53,45.90
2025-11-27_15:08:55,45.90
2025-11-27_15:08:57,45.90
2025-11-27_15:08:59,45.90
2025-11-27_15:09:01,45.89
2025-11-27_15:09:03,45.89
2025-11-27_15:09:05,45.89
2025-11-27_15:09:07,45.89
2025-11-27_15:09:09,45.89
2025-11-27_15:09:11,45.88
2025-11-27_15:09:14,45.89
2025-11-27_15:09:16,45.88
2025-11-27_15:09:18,45.86
2025-11-27_15:09:20,45.86
2025-11-27_15:09:22,45.86
2025-11-27_15:09:24,45.88
2025-11-27_15:09:26,45.87
2025-11-27_15:09:28,45.87
2025-11-27_15:09:30,45.86
2025-11-27_15:09:32,45.86
2025-11-27_15:09:34,45.87
2025-11-27_15:09:36,45.86
2025-11-27_15:09:38,45.85
2025-11-27_15:09:40,45.85
2025-11-27_15:09:42,45.85
2025-11-27_15:09:44,45.85
2025-11-27_15:09:46,45.86
2025-11-27_15:09:48,45.87
2025-11-27_15:09:50,45.87
2025-11-27_15:09:52,45.87
2025-11-27_15:09:54,45.88
2025-11-27_15:09:56,45.87
2025-11-27_15:09:58,45.87
2025-11-27_15:10:00,45.87
2025-11-27_15:10:02,45.86
2025-11-27_15:10:04,45.87
2025-11-27_15:10:06,45.87
2025-11-27_15:10:08,45.86
2025-11-27_15:10:10,45.87
2025-11-27_15:10:12,45.87
2025-11-27_15:10:14,45.88
2025-11-27_15:10:16,45.91
2025-11-27_15:10:18,45.90
2025-11-27_15:10:20,45.90
2025-11-27_15:10:22,45.90
2025-11-27_15:10:24,45.89
2025-11-27_15:10:26,45.89
2025-11-27_15:10:28,45.89
2025-11-27_15:10:30,45.88
2025-11-27_15:10:32,45.89
2025-11-27_15:10:34,45.88
2025-11-27_15:10:36,45.88
2025-11-27_15:10:38,45.88
2025-11-27_15:10:40,45.88
2025-11-27_15:10:42,45.87
2025-11-27_15:10:44,45.89
2025-11-27_15:10:46,45.89
2025-11-27_15:10:48,45.87
2025-11-27_15:10:50,45.86
2025-11-27_15:10:52,45.86
2025-11-27_15:10:54,45.85
2025-11-27_15:10:56,45.87
2025-11-27_15:10:59,45.87
2025-11-27_15:11:01,45.87
2025-11-27_15:11:03,45.88
2025-11-27_15:11:05,45.88
2025-11-27_15:11:07,45.90
2025-11-27_15:11:09,45.88
2025-11-27_15:11:11,45.88
2025-11-27_15:11:13,45.89
2025-11-27_15:11:15,38.05
2025-11-27_15:11:17,38.14
2025-11-27_15:11:19,38.27
2025-11-27_15:11:21,38.37
2025-11-27_15:11:23,38.47
2025-11-27_15:11:25,38.57
2025-11-27_15:11:27,38.67
2025-11-27_15:11:29,38.77
2025-11-27_15:11:31,38.86
2025-11-27_15:11:33,38.97
2025-11-27_15:11:35,39.07
2025-11-27_15:11:37,39.18
2025-11-27_15:11:39,39.27
2025-11-27_15:11:41,39.36
2025-11-27_15:11:43,39.45
2025-11-27_15:11:45,39.57
2025-11-27_15:11:47,39.66
2025-11-27_15:11:49,39.76
2025-11-27_15:11:51,39.86
2025-11-27_15:11:53,39.96
2025-11-27_15:11:55,40.06
2025-11-27_15:11:57,40.16
2025-11-27_15:11:59,40.27
2025-11-27_15:12:01,40.37
2025-11-27_15:12:03,40.47
2025-11-27_15:12:05,40.58
2025-11-27_15:12:07,40.68
2025-11-27_15:12:09,40.80
2025-11-27_15:12:11,40.91
2025-11-27_15:12:13,41.00
2025-11-27_15:12:15,41.11
2025-11-27_15:12:17,41.26
2025-11-27_15:12:19,41.34
2025-11-27_15:12:21,41.41
2025-11-27_15:12:23,41.54
2025-11-27_15:12:25,41.63
2025-11-27_15:12:27,41.75
2025-11-27_15:12:29,42.76
2025-11-27_15:12:31,41.98
2025-11-27_15:12:33,41.97
2025-11-27_15:12:35,41.95
2025-11-27_15:12:37,41.94
2025-11-27_15:12:39,41.94
2025-11-27_15:12:42,41.93
2025-11-27_15:12:44,41.93
2025-11-27_15:12:46,41.92
2025-11-27_15:12:48,41.92
2025-11-27_15:12:50,41.91
2025-11-27_15:12:52,41.90
2025-11-27_15:12:54,41.90
2025-11-27_15:12:56,41.89
2025-11-27_15:12:58,41.91
2025-11-27_15:13:00,41.88
2025-11-27_15:13:02,41.86
2025-11-27_15:13:04,41.87
2025-11-27_15:13:06,41.87
2025-11-27_15:13:08,41.87
2025-11-27_15:13:10,41.88
2025-11-27_15:13:12,41.89
2025-11-27_15:13:14,41.87
2025-11-27_15:13:16,41.87
2025-11-27_15:13:18,41.87
2025-11-27_15:13:20,41.87
2025-11-27_15:13:22,41.86
2025-11-27_15:13:24,41.88
2025-11-27_15:13:26,41.89
2025-11-27_15:13:28,41.89
2025-11-27_15:13:30,41.88
2025-11-27_15:13:32,41.89
2025-11-27_15:13:34,41.88
2025-11-27_15:13:36,41.89
2025-11-27_15:13:38,41.91
2025-11-27_15:13:40,41.87
2025-11-27_15:13:42,41.89
2025-11-27_15:13:44,41.88
2025-11-27_15:13:46,41.89
2025-11-27_15:13:48,41.90
2025-11-27_15:13:50,41.90
2025-11-27_15:13:52,41.88
2025-11-27_15:13:54,41.89
2025-11-27_15:13:56,41.88
