2025-11-27_04:25:34,37.85
2025-11-27_04:25:36,38.76
2025-11-27_04:25:38,38.64
2025-11-27_04:25:40,38.81
2025-11-27_04:25:42,38.76
2025-11-27_04:25:44,38.72
2025-11-27_04:25:46,38.69
2025-11-27_04:25:48,38.67
2025-11-27_04:25:51,38.65
2025-11-27_04:25:53,38.64
2025-11-27_04:25:55,38.63
2025-11-27_04:25:57,38.61
2025-11-27_04:25:59,38.60
2025-11-27_04:26:01,38.59
2025-11-27_04:26:03,38.57
2025-11-27_04:26:05,38.57
2025-11-27_04:26:07,38.57
2025-11-27_04:26:09,38.55
2025-11-27_04:26:11,38.55
2025-11-27_04:26:13,38.35
2025-11-27_04:26:15,38.81
2025-11-27_04:26:17,39.26
2025-11-27_04:26:19,39.31
2025-11-27_04:26:21,39.32
2025-11-27_04:26:23,39.30
2025-11-27_04:26:25,39.31
2025-11-27_04:26:27,39.33
2025-11-27_04:26:29,39.29
2025-11-27_04:26:31,39.29
2025-11-27_04:26:33,39.29
2025-11-27_04:26:35,39.29
2025-11-27_04:26:37,38.56
2025-11-27_04:26:39,39.01
2025-11-27_04:26:41,39.44
2025-11-27_04:26:43,39.88
2025-11-27_04:26:45,40.34
2025-11-27_04:26:47,40.78
2025-11-27_04:26:49,41.22
2025-11-27_04:26:51,41.68
2025-11-27_04:26:53,42.12
2025-11-27_04:26:55,42.56
2025-11-27_04:26:57,42.99
2025-11-27_04:26:59,43.42
2025-11-27_04:27:01,43.86
2025-11-27_04:27:03,44.27
2025-11-27_04:27:05,44.73
2025-11-27_04:27:07,45.17
2025-11-27_04:27:09,45.60
2025-11-27_04:27:11,45.86
2025-11-27_04:27:13,45.86
2025-11-27_04:27:15,45.86
2025-11-27_04:27:17,45.86
2025-11-27_04:27:19,45.85
2025-11-27_04:27:21,45.84
2025-11-27_04:27:23,45.83
2025-11-27_04:27:25,45.83
2025-11-27_04:27:27,45.84
2025-11-27_04:27:29,45.85
2025-11-27_04:27:31,45.85
2025-11-27_04:27:33,45.87
2025-11-27_04:27:35,45.86
2025-11-27_04:27:38,45.85
2025-11-27_04:27:40,45.85
2025-11-27_04:27:42,45.86
2025-11-27_04:27:44,45.86
2025-11-27_04:27:46,45.86
2025-11-27_04:27:48,45.87
2025-11-27_04:27:50,45.86
2025-11-27_04:27:52,45.86
2025-11-27_04:27:54,45.86
2025-11-27_04:27:56,45.87
2025-11-27_04:27:58,45.86
2025-11-27_04:28:00,45.86
2025-11-27_04:28:02,45.87
2025-11-27_04:28:04,45.87
2025-11-27_04:28:06,45.86
2025-11-27_04:28:08,45.86
2025-11-27_04:28:10,45.86
2025-11-27_04:28:12,45.86
2025-11-27_04:28:14,45.84
2025-11-27_04:28:16,45.86
2025-11-27_04:28:18,45.86
2025-11-27_04:28:20,45.85
2025-11-27_04:28:22,45.85
2025-11-27_04:28:24,45.84
2025-11-27_04:28:26,45.85
2025-11-27_04:28:28,45.88
2025-11-27_04:28:30,45.86
2025-11-27_04:28:32,45.85
2025-11-27_04:28:34,45.85
2025-11-27_04:28:36,45.86
2025-11-27_04:28:38,45.84
2025-11-27_04:28:40,45.84
2025-11-27_04:28:42,45.85
2025-11-27_04:28:44,45.85
2025-11-27_04:28:46,45.85
2025-11-27_04:28:48,45.86
2025-11-27_04:28:50,45.83
2025-11-27_04:28:52,45.83
2025-11-27_04:28:54,45.82
2025-11-27_04:28:56,45.86
2025-11-27_04:28:58,45.84
2025-11-27_04:29:00,45.84
2025-11-27_04:29:02,45.84
2025-11-27_04:29:04,45.84
2025-11-27_04:29:06,45.84
2025-11-27_04:29:08,45.87
2025-11-27_04:29:10,45.84
2025-11-27_04:29:12,45.85
2025-11-27_04:29:14,45.83
2025-11-27_04:29:16,45.84
2025-11-27_04:29:18,45.84
2025-11-27_04:29:21,45.84
2025-11-27_04:29:23,45.85
2025-11-27_04:29:25,45.87
2025-11-27_04:29:27,45.86
2025-11-27_04:29:29,45.85
2025-11-27_04:29:31,45.85
2025-11-27_04:29:33,45.85
2025-11-27_04:29:35,45.85
2025-11-27_04:29:37,45.89
2025-11-27_04:29:39,45.86
2025-11-27_04:29:41,45.86
2025-11-27_04:29:43,45.86
2025-11-27_04:29:45,45.86
2025-11-27_04:29:47,45.86
2025-11-27_04:29:49,45.88
2025-11-27_04:29:51,38.09
2025-11-27_04:29:53,38.18
2025-11-27_04:29:55,38.28
2025-11-27_04:29:57,38.39
2025-11-27_04:29:59,38.48
2025-11-27_04:30:01,38.59
2025-11-27_04:30:03,38.69
2025-11-27_04:30:05,38.82
2025-11-27_04:30:07,38.92
2025-11-27_04:30:09,39.04
2025-11-27_04:30:11,39.12
2025-11-27_04:30:13,39.21
2025-11-27_04:30:15,39.33
2025-11-27_04:30:17,39.44
2025-11-27_04:30:19,39.51
2025-11-27_04:30:21,39.62
2025-11-27_04:30:23,39.72
2025-11-27_04:30:25,39.84
2025-11-27_04:30:27,39.92
2025-11-27_04:30:29,40.07
2025-11-27_04:30:31,40.14
2025-11-27_04:30:33,40.23
2025-11-27_04:30:35,40.34
2025-11-27_04:30:37,40.43
2025-11-27_04:30:39,40.53
2025-11-27_04:30:41,40.64
2025-11-27_04:30:43,40.75
2025-11-27_04:30:45,40.87
2025-11-27_04:30:47,40.94
2025-11-27_04:30:49,41.06
2025-11-27_04:30:51,41.18
2025-11-27_04:30:53,41.28
2025-11-27_04:30:55,41.39
2025-11-27_04:30:57,41.51
2025-11-27_04:30:59,41.59
2025-11-27_04:31:01,41.71
2025-11-27_04:31:03,45.28
2025-11-27_04:31:06,41.97
2025-11-27_04:31:08,41.97
2025-11-27_04:31:10,41.96
2025-11-27_04:31:12,41.94
2025-11-27_04:31:14,41.95
2025-11-27_04:31:16,41.94
2025-11-27_04:31:18,41.93
2025-11-27_04:31:20,41.92
2025-11-27_04:31:22,41.90
2025-11-27_04:31:24,41.88
2025-11-27_04:31:26,41.89
2025-11-27_04:31:28,41.87
2025-11-27_04:31:30,41.87
2025-11-27_04:31:32,41.87
2025-11-27_04:31:34,41.86
2025-11-27_04:31:36,41.84
2025-11-27_04:31:38,41.84
2025-11-27_04:31:40,41.82
